12;RUE DU BAC;SEVRES - BABYLONE;0.000000
12;SEVRES - BABYLONE;RENNES;0.000000
12;RENNES;NOTRE-DAME-DES-CHAMPS;0.000000
12;NOTRE-DAME-DES-CHAMPS;MONTPARNASSE - BIENVENUE;0.000000
12;MONTPARNASSE - BIENVENUE;FALGUIERE;0.000000
12;FALGUIERE;PASTEUR;0.000000
12;PASTEUR;VOLONTAIRES;0.000000
12;VOLONTAIRES;VAUGIRARD (ADOLPHE CHERIOUX);0.000000
12;VAUGIRARD (ADOLPHE CHERIOUX);CONVENTION;0.000000
12;CONVENTION;PORTE DE VERSAILLES;0.000000
12;PORTE DE VERSAILLES;CORENTIN CELTON;0.000000
12;CORENTIN CELTON;MAIRIE D'ISSY;0.000000
13;GABRIEL PERI - ASNIERES - GENNEVILLIERS;MAIRIE DE CLICHY;0.000000
13;MAIRIE DE CLICHY;PORTE DE CLICHY;0.000000
13;PORTE DE CLICHY;BROCHANT;0.000000
13;BROCHANT;LA FOURCHE;0.000000
13;LA FOURCHE;PLACE DE CLICHY;0.000000
13;PLACE DE CLICHY;LIEGE;0.000000
13;LIEGE;SAINT-LAZARE;0.000000
13;SAINT-LAZARE;MIROMESNIL;0.000000
13;MIROMESNIL;CHAMPS-ELYSEES – CLEMENCEAU (GRAND PALAIS);0.000000
13;CHAMPS-ELYSEES – CLEMENCEAU (GRAND PALAIS);INVALIDES;0.000000
13;INVALIDES;VARENNE;0.000000
13;VARENNE;SAINT-FRANCOIS-XAVIER;0.000000
13;SAINT-FRANCOIS-XAVIER;DUROC;0.000000
13;DUROC;MONTPARNASSE - BIENVENUE;0.000000
13;MONTPARNASSE - BIENVENUE;GAITE;0.000000
13;GAITE;PERNETY;0.000000
13;PERNETY;PLAISANCE;0.000000
13;PLAISANCE;PORTE DE VANVES;0.000000
13;PORTE DE VANVES;MALAKOFF - PLATEAU DE VANVES;0.000000
13;MALAKOFF - PLATEAU DE VANVES;MALAKOFF - RUE ETIENNE DOLET;0.000000
13;MALAKOFF - RUE ETIENNE DOLET;CHATILLON - MONTROUGE;0.000000
